-35,4,4,0
-22,17,4,0
-22,24,4,0
-28,31,3,0
-13,41,4,0
-10,45,4,0
-6,46,4,0
-5,47,4,0
-8,47,4,0
-12,49,4,0
-9,52,32,0
-7,54,32,0
-19,54,53,0
2,60,52,0
22,60,52,0
-18,53,53,0
12,59,52,0
10,56,53,0
-14,55,52,0
12,58,52,0
-18,55,53,0
15,60,53,0
-21,56,53,0
19,62,52,0
-6,57,53,0
-9,57,52,0
-17,58,52,0
29,64,52,0
-21,55,52,0
6,61,52,0
-18,60,52,0
25,67,53,0
1,58,53,0
12,57,53,0
-22,54,53,0
6,62,53,0
-1,61,53,0
-1,63,52,0
8,62,53,0
-5,60,53,0
19,60,53,0
-19,54,53,0
8,61,52,0
-1,61,53,0
-21,62,53,0
51,67,53,0
-15,47,53,0
-31,51,53,0
33,62,52,0
-21,49,52,0
15,56,52,0
-34,52,79,0
3,66,79,0
3,65,79,0
-21,66,79,0
113,72,79,0
12,25,102,0
-52,22,102,0
-26,43,103,0
-19,53,102,0
-15,59,103,0
16,62,103,0
-12,58,102,0
-24,60,102,0
26,68,103,0
-48,58,103,0
-19,78,103,0
-20,84,103,0
20,92,102,0
1,85,102,0
1,85,103,0
66,86,103,0
-32,59,128,0
-51,71,127,0
-19,92,128,0
-19,98,127,0
-52,105,128,0
-22,125,128,0
-12,124,127,0
-29,127,128,0
24,139,128,0
18,131,128,0
27,124,128,0
-28,114,128,0
9,124,103,0
-22,124,103,0
27,130,103,0
-7,119,103,0
32,120,82,0
-13,106,103,0
55,109,103,0
72,87,103,0
-8,56,103,0
-8,58,103,0
5,59,103,0
-45,59,103,0
-18,78,103,0
-9,83,103,0
119,85,103,0
-81,34,103,0
14,68,103,0
-19,65,103,0
26,71,103,0
-52,61,103,0
-8,81,103,0
73,82,103,0
-58,53,103,0
-25,77,103,0
-19,86,103,0
-21,91,103,0
119,99,103,0
-31,46,103,0
-18,61,103,0
16,66,103,0
-41,62,103,0
8,75,103,0
14,74,103,0
17,70,103,0
0,68,103,0
-28,67,103,0
-12,77,104,0
27,79,104,0
-28,70,103,0
17,78,103,0
81,73,103,0
-9,38,80,0
-36,40,78,0
-1,55,80,0
-24,55,79,0
74,64,79,0
-38,33,79,0
-19,48,79,0
-11,54,79,0
25,57,79,0
-29,47,79,0
-36,47,80,0
